/PNum,uh,uha,ppt,ppta,reflc,reflca,ref1km,ref1kma,WMAG,WMAGa,time,area,member,Date,Reports,UHobj,NREPS,MREPS,lat,lon,uhlength,uharea,1kmArea,Updraft,Updrafta,Upobj,Uparea,Uplen
135,12.5938,3.53906,9,5.25,44.875,40.1797,42.125,30.2344,9,6.5625,17,16,sseo05,140603,0,NA,0,000,39.2283,-91.5014,NA,NA,11,6.21875,3.33594,NA,NA,NA
136,6.96875,0.96664,20,12.5,46.375,39.5148,45.75,30.4873,10,6.34599,17,237,sseo05,140603,0,NA,0,000,44.0461,-100.737,NA,NA,153,5.09375,2.39544,NA,NA,NA
137,3.65625,0.51875,1.375,0,47.375,39.8937,44.5,7.9875,9,8.45,17,20,sseo05,140603,0,NA,0,000,47.2069,-105.754,NA,NA,4,3.90625,1.5375,NA,NA,NA
138,3.65625,0.893382,23.125,10.75,46.625,39.6397,46.25,38.9007,10,7.85294,18,34,sseo05,140603,0,NA,0,000,23.4036,-73.7307,NA,NA,34,3.15625,1.42463,NA,NA,NA
139,3.28125,0.938702,10.875,0,47.5,41.7308,47.375,38.101,10,8.21154,18,52,sseo05,140603,0,NA,0,000,48.92,-70.984,NA,NA,46,4.28125,2.48438,NA,NA,NA
140,23.5938,2.46131,39.75,2.75,49.375,40.8378,48.75,33.4196,13,8.40476,18,168,sseo05,140603,0,NA,0,000,46.0187,-72.6351,NA,NA,130,7.90625,2.99033,NA,NA,NA
141,6.96875,2.23611,29.25,8.375,47.5,39.5486,46.875,30.375,7,6.61111,18,18,sseo05,140603,0,NA,0,000,23.842,-77.8186,NA,NA,13,3.40625,1.8125,NA,NA,NA
142,28.6562,3.29294,42.5,44.375,52,41.5242,49.875,37.514,13,8.61968,18,823,sseo05,140603,0,NA,0,000,49.0767,-73.7203,NA,NA,736,7.03125,2.30494,NA,NA,NA
143,17.6562,3.86961,14.375,0,52.375,43.1207,50.25,36.3103,10,8.65517,18,29,sseo05,140603,0,NA,0,000,46.6289,-73.949,NA,NA,24,8.09375,4.44289,NA,NA,NA
144,16.8438,2.09687,23.5,0.5,52.5,43.3625,51.5,24.2313,8,7.725,18,40,sseo05,140603,0,NA,0,000,40.9452,-75.5877,NA,NA,20,9.21875,3.28594,10.8438,15,52.4388
145,17.5938,3.83317,17,3.25,50.125,39.4464,49.25,32.249,17,10.4497,18,378,sseo05,140603,0,NA,0,000,45.441,-75.2766,NA,NA,278,5.65625,2.20222,NA,NA,NA
146,10.1562,4.21042,21.875,0.25,52.625,43.3167,50.875,37.3861,10,8.17778,18,45,sseo05,140603,0,NA,0,000,43.9287,-74.9938,NA,NA,38,8.71875,4.25347,NA,NA,NA
147,3.71875,2.08594,7,0.125,51.25,43.8125,41.75,23,7,6.125,18,8,sseo05,140603,0,NA,0,000,41.2474,-75.623,NA,NA,3,10.4688,6.42188,NA,NA,NA
148,9.46875,3.15625,29.625,3.625,49.5,42.3558,49.125,39.8269,8,6.23077,18,13,sseo05,140603,0,NA,0,000,24.0644,-78.341,NA,NA,12,3.53125,2.16106,NA,NA,NA
149,18.2188,2.51995,30.375,16.375,48.625,39.8198,48.25,30.6722,13,7.11268,18,426,sseo05,140603,0,NA,0,000,43.0503,-76.227,NA,NA,322,6.28125,2.05355,NA,NA,NA
150,15.5312,2.10884,31.75,1.25,50.375,42.1724,49.875,33.4167,9,5.48276,18,87,sseo05,140603,0,NA,0,000,49.8027,-74.7774,NA,NA,64,4.40625,1.70438,NA,NA,NA
151,3.65625,1.55,9.75,0.125,45.625,41.3,45,39.275,9,8.7,18,10,sseo05,140603,0,NA,0,000,49.1995,-74.8975,NA,NA,9,3.46875,2.2,NA,NA,NA
152,16.9688,3.04249,31.375,1,52.5,42.6124,51.875,26.3062,15,11.7079,18,89,sseo05,140603,0,NA,0,000,41.1419,-76.7502,NA,NA,57,10.1562,3.55583,NA,NA,NA
153,10.2188,4.425,7.625,0,49.625,42.85,47.625,33.1,5,3.2,18,10,sseo05,140603,0,NA,0,000,39.0544,-77.3824,NA,NA,7,7.40625,4.125,NA,NA,NA
154,13.3438,2.25418,36.5,0.75,56.25,44.3392,55.5,37.34,10,6.38217,18,157,sseo05,140603,0,NA,0,000,38.448,-78.0535,NA,NA,121,13.1562,3.208,13.1562,19,47.4996
155,4.34375,0.826705,8.5,0,44.625,39.0284,44.25,36.25,8,7.13636,18,22,sseo05,140603,0,NA,0,000,47.6657,-77.0674,NA,NA,19,2.78125,1.38068,NA,NA,NA
156,8.71875,1.32917,21.25,0,51.375,42.5042,50.5,37.9083,7,6.43333,18,30,sseo05,140603,0,NA,0,000,47.2815,-77.1452,NA,NA,25,4.40625,1.55833,NA,NA,NA
157,5.65625,2.16071,6.125,0,50.75,41.6339,45.625,29.125,9,7.07143,18,14,sseo05,140603,0,NA,0,000,37.7359,-78.7569,NA,NA,6,9.03125,4.84375,NA,NA,NA
158,15.9688,3.35526,23.375,20.625,48.125,40.4062,47.625,27.6859,10,8.6579,18,76,sseo05,140603,0,NA,0,000,46.96,-77.8093,NA,NA,50,4.40625,1.95066,NA,NA,NA
159,4.96875,2.36042,8.625,2.625,45.25,40.85,39.375,27.5,8,7.06667,18,15,sseo05,140603,0,NA,0,000,46.2722,-78.4062,NA,NA,9,5.96875,3.27708,NA,NA,NA
160,1.78125,0.700521,13.25,0.125,45.375,40.0156,44.875,37.4323,9,7.875,18,24,sseo05,140603,0,NA,0,000,37.1441,-79.7637,NA,NA,21,4.03125,1.6276,NA,NA,NA
161,5.65625,1.42188,7.125,6.625,50,42.7656,42.375,28.3672,11,6.9375,18,16,sseo05,140603,0,NA,0,000,46.1685,-78.7107,NA,NA,11,9.96875,5.94531,NA,NA,NA
162,33.9062,4.63802,1.375,0,53.5,44.6562,41.375,18.0625,10,6.91667,18,24,sseo05,140603,0,NA,0,000,44.9888,-79.1222,NA,NA,9,13.0312,3.9401,13.5938,13,36.0757
163,14.5938,0.962127,40.875,18.625,50.875,39.5303,50.5,35.7081,12,8.20231,18,519,sseo05,140603,0,NA,0,000,36.2632,-82.0039,NA,NA,456,6.09375,1.55943,NA,NA,NA
164,3.40625,1.06696,4.125,0,47.375,41.7679,44,35.6071,6,3.35714,18,14,sseo05,140603,0,NA,0,000,36.3009,-80.9868,NA,NA,12,5.40625,3.34821,NA,NA,NA
165,16.2812,1.61978,70.125,77.875,51.375,40.4947,50.875,38.2078,15,9.28223,18,737,sseo05,140603,0,NA,0,000,24.6746,-83.5185,NA,NA,689,4.34375,1.45849,NA,NA,NA
166,28.4062,5.1636,2.25,0,53,44.8824,40.25,19.8971,11,7.94118,18,17,sseo05,140603,0,NA,0,000,49.1797,-79.8316,NA,NA,7,12.1562,5.46875,12.1562,16,35.1778
167,5.90625,1.53646,2.125,0,44.125,39.9792,40.125,34.3021,9,7.58333,18,12,sseo05,140603,0,NA,0,000,49.6561,-79.8657,NA,NA,10,5.09375,3.65625,NA,NA,NA
168,7.65625,1.92578,8.5,0,50.25,42.5859,46.75,34.6562,6,2.8125,18,16,sseo05,140603,0,NA,0,000,35.8687,-81.5534,NA,NA,10,7.59375,3.14844,NA,NA,NA
169,8.09375,0.947581,36,0.125,53.75,42.6976,53.5,32.754,8,5.66935,18,124,sseo05,140603,0,NA,0,000,39.1463,-81.7473,NA,NA,90,7.59375,1.68347,NA,NA,NA
170,22.9062,6.96875,0.5,0,50.75,44.1406,34.875,25.8594,9,7.75,18,8,sseo05,140603,0,NA,0,000,48.4719,-80.5829,NA,NA,3,11.5938,6.67188,11.5938,7,22.0115
171,5.53125,2.075,1.25,0.125,47,40.05,39.125,28.375,10,9.1,18,10,sseo05,140603,0,NA,0,000,42.5123,-81.473,NA,NA,6,6.46875,4.45,NA,NA,NA
172,5.46875,1.86607,11.125,0,44.875,41.1786,44.25,34.7411,10,6.92857,18,14,sseo05,140603,0,NA,0,000,35.5226,-82.7024,NA,NA,11,4.40625,2.77679,NA,NA,NA
173,36.6562,1.23311,44.75,0.25,52.375,43.1757,51.5,33.7534,10,6.44595,18,74,sseo05,140603,0,NA,0,000,38.6953,-82.829,NA,NA,49,14.4062,1.82517,14.4062,19,36.64
174,33.9062,3.93574,29.875,5,51.625,42.4565,51.375,36.2135,8,6.1573,18,89,sseo05,140603,0,NA,0,000,49.4677,-82.4557,NA,NA,66,7.96875,2.53546,NA,NA,NA
175,9.28125,3.63542,2.375,0,44.75,39.125,40.5,33.9861,5,4.77778,18,9,sseo05,140603,0,NA,0,000,38.3943,-83.2124,NA,NA,7,7.21875,4.75347,NA,NA,NA
176,8.15625,0.971552,66.75,58.125,49.25,39.2914,48.875,37.9828,12,8.13793,18,290,sseo05,140603,0,NA,0,000,26.3631,-85.0575,NA,NA,280,5.28125,1.2875,NA,NA,NA
177,39.0312,10.3604,16.875,1.75,47.875,41.2208,47.25,36.7167,10,8.63333,18,30,sseo05,140603,0,NA,0,000,49.0236,-82.5348,NA,NA,25,11.2812,4.39375,11.2812,19,43.4827
178,3.53125,1.47533,8.5,0.75,46,40.2763,44.5,37.8158,8,7.52632,18,19,sseo05,140603,0,NA,0,000,47.7884,-82.8497,NA,NA,18,4.65625,2.57401,NA,NA,NA
179,1.96875,0.495536,13.625,4.125,47.625,39.6853,47,35.7188,6,4.125,18,56,sseo05,140603,0,NA,0,000,35.5888,-84.4389,NA,NA,49,3.65625,1.70759,NA,NA,NA
180,2.59375,0.334714,29.125,19,46.875,38.2078,46.125,36.3705,9,7.74699,18,83,sseo05,140603,0,NA,0,000,25.6153,-85.001,NA,NA,79,2.71875,1.09074,NA,NA,NA
181,13.4062,1.68566,4.375,0.5,51.125,42.3603,43,12.049,6,4.60784,18,51,sseo05,140603,0,NA,0,000,37.8442,-86.4578,NA,NA,19,20.1562,3.50429,20.1562,17,39.5163
182,10.2188,1.25232,67.125,59.5,50.625,40.8626,50.25,38.4969,10,6.82645,18,121,sseo05,140603,0,NA,0,000,27.802,-87.4491,NA,NA,109,4.34375,1.5173,NA,NA,NA
183,17.7812,0.960526,4.25,0.375,51.875,41.0658,48.5,14.4967,7,5.55263,18,38,sseo05,140603,0,NA,0,000,37.7269,-87.3083,NA,NA,15,17.0312,2.00822,17.0312,11,27.3421
184,15.5938,1.51885,70.125,57.5,51,41.6613,50.5,36.1298,11,7.67939,18,131,sseo05,140603,0,NA,0,000,30.4519,-88.5019,NA,NA,105,7.53125,2.30558,NA,NA,NA
185,24.2812,2.67778,18,0,51.625,41.3056,50.625,26.4194,17,11.1889,18,90,sseo05,140603,0,NA,0,000,38.8241,-89.4312,NA,NA,54,20.9688,4.38819,20.9688,40,85.1289
186,7.59375,1.92708,18.125,1.25,50,43.05,49.875,41.7,9,7.26667,18,15,sseo05,140603,0,NA,0,000,25.3255,-89.5855,NA,NA,14,4.96875,2.78958,NA,NA,NA
187,19.1562,2.19688,3.625,0,49,42.3875,40.875,30.0562,9,6.15,18,20,sseo05,140603,0,NA,0,000,38.2763,-93.151,NA,NA,12,15.9688,4.54375,15.9688,9,24.5848
188,6.96875,1.14931,8.5,0,47.5,41.7778,44.75,15.7778,7,5.83333,18,18,sseo05,140603,0,NA,0,000,38.5676,-93.2994,NA,NA,7,13.3438,4.56597,13.3438,8,21.9832
189,2.90625,0.808036,17.875,4.875,45.625,39.2976,43.25,27.6726,6,4.38095,18,21,sseo05,140603,0,NA,0,000,29.7107,-93.6821,NA,NA,15,6.65625,2.32292,NA,NA,NA
190,8.84375,0.957661,18.875,20,46.25,38.5713,45.125,27.6124,9,5.12298,18,496,sseo05,140603,0,NA,0,000,43.9848,-99.8548,NA,NA,280,5.53125,2.344,NA,NA,NA
191,4.34375,0.71625,0.5,0,45.5,38.88,34.875,10.945,10,9.4,18,25,sseo05,140603,0,NA,0,000,45.7123,-104.305,NA,NA,2,6.40625,2.91125,NA,NA,NA
192,5.34375,0.484056,16,0,45.625,39.3954,44.875,21.9821,10,8.34694,18,49,sseo05,140603,0,NA,0,000,47.3545,-105.629,NA,NA,24,4.53125,2.35013,NA,NA,NA
193,4.53125,0.99569,47.25,22.375,49,41.7112,48.125,32.7112,9,7.93103,19,58,sseo05,140603,0,NA,0,000,23.2802,-73.8349,NA,NA,39,5.78125,1.91164,NA,NA,NA
194,5.34375,0.461397,20.75,0,51.75,42.5794,51.625,37.2794,11,9.28235,19,85,sseo05,140603,0,NA,0,000,49.4178,-70.6284,NA,NA,71,3.84375,1.7761,NA,NA,NA
195,33.8438,4.95182,33.625,2,53.375,43.6458,53.25,34.5278,15,10.8611,19,144,sseo05,140603,0,NA,0,000,46.7246,-72.4389,NA,NA,104,9.15625,3.32465,NA,NA,NA
196,8.59375,2.40937,11.625,1.125,50.25,41.6375,44.375,27.775,7,5.85,19,20,sseo05,140603,0,NA,0,000,42.1169,-74.0111,NA,NA,9,10.3438,3.93125,NA,NA,NA
197,29.5312,3.94324,61.125,42.5,51.125,41.6277,50.875,37.1592,15,9.21166,19,789,sseo05,140603,0,NA,0,000,49.2193,-73.3353,NA,NA,668,5.71875,2.37781,NA,NA,NA
198,42.9062,9.3039,26.375,7.875,53.875,41.724,53.625,33.0814,18,12.349,19,298,sseo05,140603,0,NA,0,000,45.7723,-74.614,NA,NA,222,8.03125,3.43184,NA,NA,NA
199,10.2188,1.83438,23.5,0.125,52,41.7479,52,38.2479,12,8.61667,19,60,sseo05,140603,0,NA,0,000,47.253,-73.6643,NA,NA,52,6.21875,2.65313,NA,NA,NA
200,6.40625,0.758929,18,9.625,50.25,38.8482,47.75,35.4018,8,6.02381,19,42,sseo05,140603,0,NA,0,000,39.9448,-75.4136,NA,NA,36,6.71875,1.86012,NA,NA,NA
201,15.7812,1.84762,38.5,5.625,52.125,41.6765,51.625,33.2655,12,9.97938,19,97,sseo05,140603,0,NA,0,000,41.2365,-75.2867,NA,NA,74,10.9688,3.75032,10.9688,20,58.4194
202,9.09375,2.26098,33.125,17.375,49.5,41.1706,49.125,37.3868,12,8.20946,19,148,sseo05,140603,0,NA,0,000,44.1404,-74.7285,NA,NA,131,6.96875,2.47804,NA,NA,NA
203,2.65625,0.877841,11,0.125,46.375,40.0341,45.5,34.5,8,7.36364,19,11,sseo05,140603,0,NA,0,000,40.3916,-75.3325,NA,NA,9,4.40625,2.17898,NA,NA,NA
204,10.7188,2.35227,13.5,0,53.125,43.9261,49.125,31.4886,8,6.63636,19,22,sseo05,140603,0,NA,0,000,42.252,-75.1838,NA,NA,15,8.40625,3.4233,NA,NA,NA
205,10.1562,3.10069,44.5,21.625,48.25,39.0833,48,34.5278,8,6.77778,19,18,sseo05,140603,0,NA,0,000,24.042,-78.4294,NA,NA,14,3.71875,1.73264,NA,NA,NA
206,23.0938,2.27226,44.125,18.375,52.375,39.9335,51.375,28.74,15,8.46823,19,299,sseo05,140603,0,NA,0,000,42.5152,-76.0106,NA,NA,204,11.9688,2.48923,NA,NA,NA
207,2.46875,0.913194,16.625,0,48.125,42.0833,47.25,38.9167,6,5,19,9,sseo05,140603,0,NA,0,000,39.3775,-76.372,NA,NA,8,5.09375,3.07986,NA,NA,NA
208,6.21875,1.79745,11.75,0.125,49.25,41.4676,47.25,22.2593,9,7.2963,19,27,sseo05,140603,0,NA,0,000,40.6542,-76.2596,NA,NA,11,6.78125,3.19329,NA,NA,NA
209,19.4062,2.02514,38.875,1.25,51.75,41.6223,51.375,33.3777,10,6.86957,19,92,sseo05,140603,0,NA,0,000,50.2201,-74.433,NA,NA,71,6.46875,1.88451,NA,NA,NA
210,14.0938,1.32478,55.25,4,53.75,43.1623,53.5,35.4223,10,5.75124,19,201,sseo05,140603,0,NA,0,000,38.5107,-77.6368,NA,NA,158,11.3438,2.24145,11.3438,28,64.9814
211,6.15625,1.73958,13.375,2.25,48,42.0417,47.25,40.7222,7,6.11111,19,9,sseo05,140603,0,NA,0,000,24.2274,-79.2052,NA,NA,9,3.53125,2.14931,NA,NA,NA
212,6.40625,3.16761,9.5,0.25,48.375,43.8068,46.125,38.7159,7,5.81818,19,11,sseo05,140603,0,NA,0,000,50.6863,-74.9865,NA,NA,11,4.90625,3.64489,NA,NA,NA
213,4.65625,1.59896,4.25,0.125,47.375,41.3854,46.125,36.3333,6,4.58333,19,12,sseo05,140603,0,NA,0,000,49.7532,-75.2566,NA,NA,9,3.09375,2.08854,NA,NA,NA
214,7.03125,0.990132,16.75,0,46.875,41.8816,46.5,35.8421,9,7.63158,19,38,sseo05,140603,0,NA,0,000,47.981,-76.6968,NA,NA,29,4.03125,1.61842,NA,NA,NA
215,12.1562,2.49856,29.875,21.25,48.125,41.0923,47.5,36.6462,11,8.23077,19,65,sseo05,140603,0,NA,0,000,47.3768,-76.9395,NA,NA,57,4.59375,2.01779,NA,NA,NA
216,20.0312,3.025,32.75,5.125,51.25,43.17,50.875,36.5025,9,6.24,19,50,sseo05,140603,0,NA,0,000,37.7914,-78.3988,NA,NA,37,12.4688,3.34875,13.9062,9,22.7042
217,11.0312,2.5372,20,7.875,46.875,39.2123,46.5,33.5556,10,8.31746,19,63,sseo05,140603,0,NA,0,000,47.0198,-77.4477,NA,NA,49,3.28125,1.87748,NA,NA,NA
218,7.28125,1.86042,3.625,0,48,41.7,44.625,33.3917,10,7.33333,19,15,sseo05,140603,0,NA,0,000,36.9435,-79.0273,NA,NA,12,9.90625,3.86458,NA,NA,NA
219,3.65625,1.8125,8.5,0,47.875,42.2656,47.25,33.9844,5,4.125,19,8,sseo05,140603,0,NA,0,000,36.5757,-79.1709,NA,NA,6,5.46875,3.64062,NA,NA,NA
220,8.53125,2.25,2,0,47.75,42.9062,43.125,33.8125,9,7.25,19,8,sseo05,140603,0,NA,0,000,48.5197,-77.4408,NA,NA,7,5.15625,3.44531,NA,NA,NA
221,2.09375,0.517361,4.375,0,46.25,41.3889,44.25,35.3333,9,8.44444,19,9,sseo05,140603,0,NA,0,000,46.5044,-77.7622,NA,NA,6,3.46875,1.78819,NA,NA,NA
222,1.96875,0.84375,7.375,0,46.125,39.9167,44.375,36.8958,10,9.83333,19,12,sseo05,140603,0,NA,0,000,36.7649,-79.5196,NA,NA,10,3.71875,2.16146,NA,NA,NA
223,26.9688,1.01326,29.625,0.125,50,41.0492,49.375,31.7689,14,9.24242,19,66,sseo05,140603,0,NA,0,000,45.289,-78.6161,NA,NA,43,11.8438,2.83333,11.8438,7,24.3351
224,1.46875,0.447917,10.875,0,46.25,40.0278,45.25,36.9722,7,6.11111,19,9,sseo05,140603,0,NA,0,000,42.0534,-79.4372,NA,NA,8,3.53125,2.00347,NA,NA,NA
225,2.90625,0.297697,5,0,51.75,43.1053,50.125,28.0592,10,7.94737,19,19,sseo05,140603,0,NA,0,000,44.089,-79.3426,NA,NA,12,3.65625,1.43914,NA,NA,NA
226,14.8438,1.49834,42.75,15.5,52.75,41.8916,52.25,37.8933,14,9.5354,19,226,sseo05,140603,0,NA,0,000,35.8886,-81.4819,NA,NA,187,7.21875,2.17588,NA,NA,NA
227,13.9062,1.38021,66.25,70.125,51.125,39.6514,50.625,37.7369,14,8.96843,19,792,sseo05,140603,0,NA,0,000,24.6144,-83.5046,NA,NA,753,3.96875,1.23051,NA,NA,NA
228,42.5312,3.03125,16.5,1,55.125,44.6224,54.625,27.8333,11,9.5,19,48,sseo05,140603,0,NA,0,000,43.5872,-80.1331,NA,NA,27,10.6562,1.66016,12.3438,26,58.3375
229,4.40625,1.45486,1.125,0,48.625,42.8472,42.375,28.4028,12,11.4444,19,9,sseo05,140603,0,NA,0,000,44.1271,-80.2524,NA,NA,6,5.59375,3.39236,NA,NA,NA
230,6.53125,1.14286,32.625,1,46.625,39.9196,46.125,31.8438,12,9.75,19,28,sseo05,140603,0,NA,0,000,49.5996,-79.651,NA,NA,19,6.34375,1.69196,NA,NA,NA
231,23.0938,1.72917,20.375,0,50.125,42.3438,49.375,32.1181,11,8.61111,19,36,sseo05,140603,0,NA,0,000,50.1051,-79.7127,NA,NA,23,8.59375,1.26389,NA,NA,NA
232,8.21875,2.12403,17.625,9.375,49.375,40.107,49.25,32.3905,10,6.31959,19,97,sseo05,140603,0,NA,0,000,38.7954,-81.6946,NA,NA,72,4.53125,1.58988,NA,NA,NA
233,30.2812,3.76823,4.625,0.125,51.5,43.2604,47.25,18.3854,9,5.27083,19,48,sseo05,140603,0,NA,0,000,50.4425,-80.0066,NA,NA,23,8.90625,3.25911,10.5938,27,49.3322
234,19.1562,4.0649,1,0,51.75,42.6346,37.75,14.649,11,8.03846,19,26,sseo05,140603,0,NA,0,000,49.1667,-80.3513,NA,NA,7,10.2812,3.59135,10.2812,13,34.6016
235,20.0312,3.51943,21.875,0.125,51.125,42.5034,44.625,30.1047,11,8.54054,19,37,sseo05,140603,0,NA,0,000,48.7135,-80.4279,NA,NA,22,10.0938,3.28463,12.0938,17,38.6136
236,14.9688,1.3737,20.875,0.5,52,42.2266,51.5,30.5755,6,4.85417,19,48,sseo05,140603,0,NA,0,000,50.5237,-80.711,NA,NA,29,8.09375,2.2513,NA,NA,NA
237,11.1562,1.54974,28,11.125,50,39.7685,49.75,35.0555,13,8.92308,19,169,sseo05,140603,0,NA,0,000,35.4294,-82.8292,NA,NA,139,5.15625,1.99168,NA,NA,NA
238,27.0938,2.26648,9.875,1.125,53,43.9636,51.375,24.5545,9,6,19,55,sseo05,140603,0,NA,0,000,40.5926,-82.04,NA,NA,30,13.9688,2.28239,13.9688,29,62.9438
239,34.4688,2.00251,23.75,0.25,51.75,42.3865,50.875,34.9253,9,5.34483,19,87,sseo05,140603,0,NA,0,000,38.2621,-82.8693,NA,NA,69,10.8438,2.28125,10.8438,8,27.3736
240,14.7812,2.89509,6,0.625,47.25,40.2009,42.625,33.058,7,6.28571,19,28,sseo05,140603,0,NA,0,000,49.963,-81.93,NA,NA,19,8.65625,3.10491,NA,NA,NA
241,29.5312,6.64732,18,22.875,46.625,39.4702,41.75,30.625,9,7.2381,19,21,sseo05,140603,0,NA,0,000,49.3958,-82.1417,NA,NA,14,5.34375,2.63244,NA,NA,NA
242,8.46875,3.3608,11,10.5,47.5,39.5426,43.75,35.1619,10,7.79545,19,44,sseo05,140603,0,NA,0,000,49.0196,-82.3804,NA,NA,38,5.59375,3.03267,NA,NA,NA
243,2.03125,0.898438,17.375,11.625,49,41.3333,48.25,32.0521,5,3.70833,19,24,sseo05,140603,0,NA,0,000,35.9106,-83.3754,NA,NA,18,3.40625,1.82031,NA,NA,NA
244,3.21875,0.987269,10.375,1.25,45.625,40.3102,44.625,35.1667,9,7.44444,19,27,sseo05,140603,0,NA,0,000,48.1613,-82.645,NA,NA,23,3.40625,1.71875,NA,NA,NA
245,34.0312,5.04625,6.375,0,52.625,42.53,42.875,34.495,7,5.36,19,25,sseo05,140603,0,NA,0,000,38.0034,-83.5215,NA,NA,19,13.6562,5.75375,13.6562,10,29.4639
246,7.65625,1.52904,36.375,38.5,47.5,39.5662,47,38.4147,12,9.04706,19,85,sseo05,140603,0,NA,0,000,26.3586,-84.6975,NA,NA,84,3.15625,1.37316,NA,NA,NA
247,8.59375,1.6472,26.25,8.625,50.625,42.2928,49.5,33.1217,8,5.25,19,76,sseo05,140603,0,NA,0,000,35.4244,-84.2611,NA,NA,58,6.40625,2.93997,NA,NA,NA
248,2.09375,0.417969,11.875,1.375,48,41.9609,47.5,31.3203,4,2.75,19,16,sseo05,140603,0,NA,0,000,36.292,-84.8743,NA,NA,11,6.78125,2.54688,NA,NA,NA
249,3.84375,0.56824,34.125,53.625,47.875,39.1199,47.625,37.9286,9,7.42857,19,49,sseo05,140603,0,NA,0,000,26.6819,-85.5799,NA,NA,47,2.59375,1.23788,NA,NA,NA
250,28.4688,1.46048,22.5,0.625,54.375,41.5374,54.125,19.7708,14,6.66667,19,204,sseo05,140603,0,NA,0,000,37.6808,-85.8714,NA,NA,89,20.4688,2.60233,20.4688,33,68.6455
251,2.90625,0.638393,24.125,9.125,48,40.8316,47.75,40.1786,9,7.42857,19,49,sseo05,140603,0,NA,0,000,27.8378,-86.6433,NA,NA,49,2.46875,1.22385,NA,NA,NA
252,2.96875,0.78125,18.25,0.625,49.25,42.9219,47.125,32.75,3,1.875,19,8,sseo05,140603,0,NA,0,000,32.1691,-86.8183,NA,NA,5,6.53125,3.25,NA,NA,NA
253,13.2812,5.17898,2.625,0,48.25,41.9659,41.25,23.7955,6,4.36364,19,11,sseo05,140603,0,NA,0,000,39.0495,-86.7228,NA,NA,5,7.90625,3.45739,NA,NA,NA
254,3.46875,1.03906,11.625,0.25,48.375,42.0625,47.875,32.0469,3,1.875,19,8,sseo05,140603,0,NA,0,000,34.4735,-86.8956,NA,NA,6,8.34375,2.78906,NA,NA,NA
255,1.03125,0.359375,16.875,2.375,46.125,39.0703,45.375,33.5938,6,4.6875,19,16,sseo05,140603,0,NA,0,000,30.9497,-87.203,NA,NA,13,4.03125,1.47656,NA,NA,NA
256,10.7812,1.49764,52.625,51.5,51.625,39.8498,51,37.3561,10,6.13445,19,119,sseo05,140603,0,NA,0,000,27.7414,-87.5937,NA,NA,108,3.34375,1.34165,NA,NA,NA
257,3.53125,1.18125,18.625,0.75,45.875,39.7167,45.75,38.0333,8,7.6,19,15,sseo05,140603,0,NA,0,000,28.2256,-87.4122,NA,NA,14,2.15625,1.16875,NA,NA,NA
258,18.0938,2.3058,12.125,0.25,50.375,40,42.75,17.7366,7,5.53571,19,28,sseo05,140603,0,NA,0,000,37.5989,-87.4145,NA,NA,10,17.2812,2.74777,17.2812,12,27.3937
259,7.96875,1.48438,29.125,9.5,49.375,40.9031,49,39.8969,11,8.8,19,40,sseo05,140603,0,NA,0,000,25.4641,-87.8693,NA,NA,40,3.46875,1.67344,NA,NA,NA
260,2.65625,0.739583,14.5,1.25,46.125,39.7639,45.75,39.0694,7,6.16667,19,18,sseo05,140603,0,NA,0,000,24.8116,-87.981,NA,NA,18,1.96875,1.21181,NA,NA,NA
261,2.21875,0.6875,17.625,0.75,48,40.7812,47.625,36.7313,7,6.25,19,20,sseo05,140603,0,NA,0,000,30.9134,-87.9725,NA,NA,18,5.90625,2.39375,NA,NA,NA
262,10.3438,1.10547,40.875,70.125,48.875,38.9531,48.25,31.9792,9,6.0625,19,96,sseo05,140603,0,NA,0,000,30.507,-88.638,NA,NA,67,5.03125,1.74284,NA,NA,NA
263,3.90625,1.36161,15,8.875,46.375,39.5,45.25,37.1429,6,5.78571,19,14,sseo05,140603,0,NA,0,000,30.894,-88.4126,NA,NA,12,3.78125,2.31696,NA,NA,NA
264,32.3438,4.60395,21.875,0.125,52.625,42.6365,51.75,28.6684,16,10.3878,19,98,sseo05,140603,0,NA,0,000,38.7557,-88.6924,NA,NA,56,21.2188,4.27679,21.2188,22,53.6025
265,3.09375,0.889205,12.5,0.25,49.125,41.8864,45,29.9545,3,2,19,11,sseo05,140603,0,NA,0,000,33.9027,-88.5104,NA,NA,7,5.90625,2.6392,NA,NA,NA
266,2.46875,0.4575,18.75,5,46,40.08,45.75,39.3975,8,7.32,19,50,sseo05,140603,0,NA,0,000,24.7701,-89.2795,NA,NA,50,2.28125,1.095,NA,NA,NA
267,13.0312,0.932714,61.875,18.125,51.625,41.0225,51.125,37.3119,10,7.68468,19,111,sseo05,140603,0,NA,0,000,25.3111,-89.4694,NA,NA,97,5.53125,1.6067,NA,NA,NA
268,3.84375,1.29514,9.125,0.125,48.375,42.625,45.375,33.3889,4,2.77778,19,9,sseo05,140603,0,NA,0,000,34.6847,-89.3253,NA,NA,7,7.03125,4.31597,NA,NA,NA
269,4.71875,2.16406,4.75,0,48.75,41.6719,46.25,36.6094,7,5,19,8,sseo05,140603,0,NA,0,000,30.346,-89.7218,NA,NA,7,8.34375,4.71094,NA,NA,NA
